ref_conv,gen_conv
{'scores': [0.001428447663784027]},{'scores': [0.023557784035801888]}
{'scores': [0.0059762150049209595]},{'scores': [0.00375949963927269]}
{'scores': [2.7438686629466247e-06]},{'scores': [0.0004397360607981682]}
{'scores': [0.011771196499466896]},{'scores': [0.004441428929567337]}
{'scores': [0.008244570344686508]},{'scores': [0.0022671313490718603]}
{'scores': [0.0450056716799736]},{'scores': [0.08630287647247314]}
{'scores': [0.0025894271675497293]},{'scores': [0.0035084246192127466]}
{'scores': [0.0012718248181045055]},{'scores': [0.00040371104842051864]}
{'scores': [1.5632053873559926e-06]},{'scores': [0.0002045494329649955]}
{'scores': [0.006399204954504967]},{'scores': [0.004171078093349934]}
{'scores': [0.061999451369047165]},{'scores': [0.052304707467556]}
{'scores': [0.12381287664175034]},{'scores': [0.05020369961857796]}
{'scores': [0.0029589859768748283]},{'scores': [0.023658309131860733]}
{'scores': [0.025257542729377747]},{'scores': [0.019857771694660187]}
{'scores': [0.0027245318051427603]},{'scores': [0.0032225395552814007]}
{'scores': [0.001650058664381504]},{'scores': [6.642533207923407e-06]}
{'scores': [0.053528912365436554]},{'scores': [0.016449231654405594]}
{'scores': [0.00020692359248641878]},{'scores': [0.0002520412963349372]}
{'scores': [0.08568181842565536]},{'scores': [0.032181914895772934]}
{'scores': [0.025316860526800156]},{'scores': [0.04174770414829254]}
{'scores': [0.0018864590674638748]},{'scores': [0.0012384917354211211]}
{'scores': [6.5363969952159096e-06]},{'scores': [6.174073496367782e-05]}
{'scores': [0.003003004938364029]},{'scores': [0.005168890580534935]}
{'scores': [0.0008247725199908018]},{'scores': [0.0008619467262178659]}
{'scores': [0.01135257538408041]},{'scores': [0.00759721826761961]}
{'scores': [0.005757349543273449]},{'scores': [0.005757349543273449]}
{'scores': [2.7550809136300813e-06]},{'scores': [0.0001348403311567381]}
{'scores': [0.024082394316792488]},{'scores': [0.003852817229926586]}
{'scores': [0.014706708490848541]},{'scores': [0.06646952778100967]}
{'scores': [0.0787910744547844]},{'scores': [0.061209872364997864]}
{'scores': [0.024883195757865906]},{'scores': [0.012098266743123531]}
{'scores': [0.0006242188392207026]},{'scores': [1.4502813883154886e-07]}
{'scores': [0.05763282999396324]},{'scores': [0.014173578470945358]}
{'scores': [0.00014967618335504085]},{'scores': [2.387394033576129e-06]}
{'scores': [0.15351544320583344]},{'scores': [0.08026411384344101]}
{'scores': [0.07999655604362488]},{'scores': [0.013910231180489063]}
{'scores': [0.0004056799807585776]},{'scores': [1.5406692909891717e-05]}
{'scores': [0.0007976783090271056]},{'scores': [3.7608391721732914e-05]}
{'scores': [0.0073356046341359615]},{'scores': [0.0052990117110311985]}
{'scores': [0.39493328332901]},{'scores': [0.21616587042808533]}
{'scores': [0.13903893530368805]},{'scores': [0.050446316599845886]}
{'scores': [0.0004177022201474756]},{'scores': [0.0002644659543875605]}
{'scores': [0.07748796790838242]},{'scores': [0.04682520404458046]}
{'scores': [4.38442748773582e-09]},{'scores': [2.0618159624063992e-07]}
{'scores': [0.0100570572540164]},{'scores': [0.007614292670041323]}
{'scores': [0.0010538126807659864]},{'scores': [6.634410965489224e-05]}
{'scores': [0.0685565397143364]},{'scores': [0.02513734996318817]}
{'scores': [0.0039343214593827724]},{'scores': [0.007540989201515913]}
{'scores': [8.393863390665501e-05]},{'scores': [6.359868712024763e-05]}
{'scores': [1.7821803339757025e-05]},{'scores': [3.8866346585564315e-08]}
{'scores': [0.0005040135001763701]},{'scores': [4.2363000829936936e-05]}
{'scores': [0.0001879975461633876]},{'scores': [0.00020539939578156918]}
{'scores': [0.042324841022491455]},{'scores': [0.00583232194185257]}
{'scores': [0.0005345949321053922]},{'scores': [0.0008689656970091164]}
{'scores': [0.000742526026442647]},{'scores': [0.0005731782875955105]}
{'scores': [0.00630312180146575]},{'scores': [0.009771853685379028]}
{'scores': [5.262832928565331e-05]},{'scores': [0.00015094720583874732]}
{'scores': [7.804856431903318e-05]},{'scores': [0.005256220698356628]}
{'scores': [0.2828035354614258]},{'scores': [0.005068496335297823]}
{'scores': [0.023583050817251205]},{'scores': [0.0062310113571584225]}
{'scores': [0.0004006015369668603]},{'scores': [5.1019811508012936e-05]}
{'scores': [0.0012910105288028717]},{'scores': [0.0031183199025690556]}
{'scores': [0.007269784342497587]},{'scores': [0.00032049897708930075]}
{'scores': [0.0001450120471417904]},{'scores': [5.731701548938872e-06]}
{'scores': [0.0007357074646279216]},{'scores': [7.753714453428984e-05]}
{'scores': [0.09164483845233917]},{'scores': [0.07530215382575989]}
{'scores': [0.03126104548573494]},{'scores': [0.06042204424738884]}
{'scores': [0.06842533499002457]},{'scores': [0.03166015446186066]}
{'scores': [0.0055343774147331715]},{'scores': [0.012721126899123192]}
{'scores': [0.036913979798555374]},{'scores': [0.008181569166481495]}
{'scores': [0.010178674943745136]},{'scores': [0.008302215486764908]}
{'scores': [2.4177819568649284e-07]},{'scores': [0.001194981625303626]}
{'scores': [0.0575496107339859]},{'scores': [0.22001390159130096]}
{'scores': [5.9288155171088874e-05]},{'scores': [0.014792307280004025]}
{'scores': [6.098302492318908e-06]},{'scores': [3.5911504880914435e-08]}
{'scores': [1.0178779120906256e-05]},{'scores': [1.5259633073583245e-05]}
{'scores': [0.0026104554999619722]},{'scores': [0.006776961963623762]}
{'scores': [0.009386646561324596]},{'scores': [0.009619468823075294]}
{'scores': [4.9593745643505827e-05]},{'scores': [2.8054146241629496e-05]}
{'scores': [0.008959953673183918]},{'scores': [0.0021214403677731752]}
{'scores': [0.00014153857773635536]},{'scores': [6.142252459540032e-06]}
{'scores': [1.1642351637419779e-05]},{'scores': [5.089023943583015e-06]}
{'scores': [0.006584660615772009]},{'scores': [0.007498038001358509]}
{'scores': [0.0030151575338095427]},{'scores': [0.015357733704149723]}
{'scores': [0.006150027271360159]},{'scores': [0.019461195915937424]}
{'scores': [0.005072369240224361]},{'scores': [0.006398053374141455]}
{'scores': [4.507889025262557e-05]},{'scores': [0.000563858775421977]}
{'scores': [2.3411610072798794e-07]},{'scores': [1.075828670593637e-08]}
{'scores': [0.0025504780933260918]},{'scores': [0.003919251728802919]}
{'scores': [0.02033897116780281]},{'scores': [0.020888829603791237]}
{'scores': [0.011014189571142197]},{'scores': [0.012594467960298061]}
{'scores': [3.559560582289123e-06]},{'scores': [1.48608707561948e-08]}
{'scores': [0.011721489951014519]},{'scores': [0.0021232045255601406]}
{'scores': [2.1203511550993426e-06]},{'scores': [9.440669236937538e-05]}
{'scores': [0.001033524051308632]},{'scores': [0.0033149735536426306]}
{'scores': [0.02125251106917858]},{'scores': [0.00811332743614912]}
{'scores': [0.09404239803552628]},{'scores': [0.007917974144220352]}
{'scores': [0.02003471367061138]},{'scores': [0.007407780271023512]}
{'scores': [0.054917413741350174]},{'scores': [0.031860578805208206]}
{'scores': [0.030130457133054733]},{'scores': [0.012790904380381107]}
{'scores': [0.006035773549228907]},{'scores': [0.0010165829444304109]}
{'scores': [0.08068183064460754]},{'scores': [0.04722165688872337]}
{'scores': [0.006609754171222448]},{'scores': [0.00011793743033194914]}
{'scores': [0.000277077779173851]},{'scores': [0.0008341263746842742]}
{'scores': [2.1644284061039798e-05]},{'scores': [0.00035160614061169326]}
{'scores': [0.23909075558185577]},{'scores': [0.1121504008769989]}
{'scores': [0.00017689385276753455]},{'scores': [0.0006211817963048816]}
{'scores': [7.9432101074417e-07]},{'scores': [2.1159394236747175e-06]}
{'scores': [0.0007492339354939759]},{'scores': [0.061848729848861694]}
{'scores': [1.5269619325408712e-05]},{'scores': [1.4128230532151065e-06]}
{'scores': [0.0010294904932379723]},{'scores': [0.015520097687840462]}
{'scores': [0.03830806538462639]},{'scores': [0.0345759317278862]}
{'scores': [0.040939562022686005]},{'scores': [0.03254520148038864]}
{'scores': [0.006389325950294733]},{'scores': [0.00016455534205306321]}
{'scores': [0.00016417795268353075]},{'scores': [1.1851002454932313e-05]}
{'scores': [0.002788479207083583]},{'scores': [0.021009955555200577]}
{'scores': [0.02421005629003048]},{'scores': [0.04184558987617493]}
{'scores': [0.003201401326805353]},{'scores': [0.0031465475913137197]}
{'scores': [0.00013571398449130356]},{'scores': [7.196628575911745e-05]}
{'scores': [0.0025523724034428596]},{'scores': [0.0034266049042344093]}
{'scores': [0.00012664665700867772]},{'scores': [0.0001559386437293142]}
{'scores': [0.0007159723900258541]},{'scores': [0.00012699047510977834]}
{'scores': [0.008572754450142384]},{'scores': [0.060484565794467926]}
{'scores': [0.00044557848013937473]},{'scores': [0.0005706981755793095]}
{'scores': [3.0425127988564782e-05]},{'scores': [9.250900802726392e-06]}
{'scores': [0.021314077079296112]},{'scores': [0.0337403267621994]}
{'scores': [4.5550299546448514e-05]},{'scores': [0.21304112672805786]}
{'scores': [0.06661547720432281]},{'scores': [0.08428208529949188]}
{'scores': [0.034354668110609055]},{'scores': [0.034354668110609055]}
{'scores': [0.011930931359529495]},{'scores': [0.008540594950318336]}
{'scores': [7.319472206290811e-05]},{'scores': [4.786788849742152e-05]}
{'scores': [0.012319390662014484]},{'scores': [0.013491610065102577]}
{'scores': [1.5527910363744013e-05]},{'scores': [0.00013710862549487501]}
{'scores': [0.00442145811393857]},{'scores': [0.004421796649694443]}
{'scores': [0.0002716529997996986]},{'scores': [0.0002504020230844617]}
{'scores': [2.7486628823680803e-05]},{'scores': [0.0010518778581172228]}
{'scores': [3.809671397903003e-05]},{'scores': [1.606219302630052e-05]}
{'scores': [0.0024721482768654823]},{'scores': [0.00023426019470207393]}
{'scores': [0.006312408018857241]},{'scores': [0.0034851976670324802]}
{'scores': [2.657993263710523e-06]},{'scores': [1.3512145642380347e-06]}
{'scores': [0.0016804680926725268]},{'scores': [0.0060318210162222385]}
{'scores': [0.03188307210803032]},{'scores': [0.17933166027069092]}
{'scores': [0.0660388395190239]},{'scores': [0.6158460974693298]}
{'scores': [0.00013796973507851362]},{'scores': [2.0752731870743446e-06]}
{'scores': [0.00043159013148397207]},{'scores': [0.0004336591809988022]}
{'scores': [0.07241439074277878]},{'scores': [0.07872990518808365]}
{'scores': [0.0028493378777056932]},{'scores': [0.00810976605862379]}
{'scores': [0.014888736419379711]},{'scores': [0.0011589835630729795]}
{'scores': [0.01279251929372549]},{'scores': [0.008470925502479076]}
{'scores': [0.015520832501351833]},{'scores': [0.011803966946899891]}
{'scores': [0.006991555914282799]},{'scores': [0.00773598114028573]}
{'scores': [0.006404704414308071]},{'scores': [0.0018931645900011063]}
{'scores': [3.4822132874978706e-05]},{'scores': [0.000666337669827044]}
{'scores': [0.05737606808543205]},{'scores': [0.03479762747883797]}
{'scores': [0.0001393551501678303]},{'scores': [3.629227649071254e-05]}
{'scores': [0.08923966437578201]},{'scores': [0.1360807716846466]}
{'scores': [0.07669943571090698]},{'scores': [0.03278205171227455]}
{'scores': [0.005071082152426243]},{'scores': [0.011954449117183685]}
{'scores': [0.0025830534286797047]},{'scores': [0.006301029119640589]}
{'scores': [1.9254635844845325e-05]},{'scores': [0.0008116524550132453]}
{'scores': [0.00015045059262774885]},{'scores': [8.657581929583102e-06]}
{'scores': [0.04933338984847069]},{'scores': [0.013519970700144768]}
{'scores': [1.3883695828553755e-06]},{'scores': [5.34013395281363e-07]}
{'scores': [2.8274064334254945e-06]},{'scores': [4.4540263388626045e-07]}
{'scores': [0.00016733378288336098]},{'scores': [0.0024459846317768097]}
{'scores': [0.02011057734489441]},{'scores': [0.007936688140034676]}
{'scores': [0.051548704504966736]},{'scores': [0.030585316941142082]}
{'scores': [3.741285468095157e-07]},{'scores': [4.047373658977449e-05]}
{'scores': [0.010309326462447643]},{'scores': [0.0002180274314014241]}
{'scores': [0.03125457838177681]},{'scores': [0.016360368579626083]}
{'scores': [0.0013468688121065497]},{'scores': [0.00014620859292335808]}
{'scores': [0.010742709040641785]},{'scores': [0.007505226880311966]}
{'scores': [0.0019333683885633945]},{'scores': [0.0027058583218604326]}
{'scores': [0.0361129455268383]},{'scores': [0.016303228214383125]}
{'scores': [5.705467629013583e-05]},{'scores': [4.389435162011068e-06]}
{'scores': [8.731296111363918e-05]},{'scores': [0.004050435032695532]}
{'scores': [6.8652816480607726e-06]},{'scores': [4.1577321013147595e-13]}
{'scores': [0.00012989896640647203]},{'scores': [0.0002631602983456105]}
{'scores': [0.16697242856025696]},{'scores': [0.17800645530223846]}
{'scores': [0.047711409628391266]},{'scores': [0.08877705782651901]}
{'scores': [0.006871833931654692]},{'scores': [0.0028551327995955944]}
{'scores': [0.0024587437510490417]},{'scores': [0.007988867349922657]}
{'scores': [0.0001009774932754226]},{'scores': [0.00046891308738850057]}
{'scores': [0.005106066353619099]},{'scores': [0.002863834146410227]}
{'scores': [0.050567951053380966]},{'scores': [0.14337971806526184]}
{'scores': [0.10096506774425507]},{'scores': [0.05098673701286316]}
{'scores': [0.06282134354114532]},{'scores': [0.047953031957149506]}
{'scores': [0.03491983190178871]},{'scores': [0.017562273889780045]}
{'scores': [0.1024920716881752]},{'scores': [0.2389155775308609]}
{'scores': [0.00023058036458678544]},{'scores': [2.7550333925319137e-06]}
{'scores': [0.009732675738632679]},{'scores': [0.0010312598897144198]}
{'scores': [0.16265106201171875]},{'scores': [0.268629252910614]}
{'scores': [0.017878154292702675]},{'scores': [0.0037171568255871534]}
{'scores': [0.0001560046657687053]},{'scores': [2.3915068595670164e-05]}
{'scores': [0.002987900050356984]},{'scores': [0.0019509057747200131]}
{'scores': [2.8327769541647285e-05]},{'scores': [1.8701084627537057e-06]}
{'scores': [0.06511623412370682]},{'scores': [0.007850360125303268]}
{'scores': [0.02699163928627968]},{'scores': [0.028457745909690857]}
{'scores': [8.28776101116091e-05]},{'scores': [0.0004496539186220616]}
{'scores': [0.0006611934513784945]},{'scores': [0.00027535445406101644]}
{'scores': [0.244947150349617]},{'scores': [0.08153339475393295]}
{'scores': [0.11820394545793533]},{'scores': [0.19665144383907318]}
{'scores': [0.0046821958385407925]},{'scores': [0.031248299404978752]}
{'scores': [0.0011512761702761054]},{'scores': [0.0002329463022761047]}
{'scores': [0.0006918431026861072]},{'scores': [0.009416306391358376]}
{'scores': [0.0720767006278038]},{'scores': [0.02198535017669201]}
{'scores': [0.021750325337052345]},{'scores': [0.07496638596057892]}
{'scores': [0.06730017811059952]},{'scores': [0.0031410243827849627]}
{'scores': [0.00484113022685051]},{'scores': [0.003953068982809782]}
{'scores': [0.0007634683861397207]},{'scores': [3.314107743790373e-05]}
{'scores': [0.02004372887313366]},{'scores': [0.035170432180166245]}
{'scores': [2.4132628823281266e-05]},{'scores': [8.648123070997826e-07]}
{'scores': [0.017281396314501762]},{'scores': [0.011043664067983627]}
{'scores': [0.016831526532769203]},{'scores': [0.057763244956731796]}
{'scores': [0.026845915243029594]},{'scores': [0.07732003927230835]}
{'scores': [0.0004800793540198356]},{'scores': [2.452340595482383e-05]}
{'scores': [0.17422926425933838]},{'scores': [0.12095154076814651]}
{'scores': [0.004191890824586153]},{'scores': [0.021193642169237137]}
{'scores': [0.00019256467930972576]},{'scores': [0.0004317407729104161]}
{'scores': [0.13641168177127838]},{'scores': [0.06007459759712219]}
{'scores': [0.012714672833681107]},{'scores': [0.0005377730703912675]}
{'scores': [0.03052486851811409]},{'scores': [0.0133936433121562]}
{'scores': [1.100519239116693e-05]},{'scores': [0.00010404303611721843]}
{'scores': [4.168310624663718e-05]},{'scores': [1.1407723832235206e-05]}
{'scores': [7.959763479448156e-07]},{'scores': [0.0003311472537461668]}
{'scores': [0.020130975171923637]},{'scores': [0.022076254710555077]}
{'scores': [0.09499115496873856]},{'scores': [0.08484157174825668]}
{'scores': [0.00031355099054053426]},{'scores': [0.00536587368696928]}
{'scores': [0.00012314057676121593]},{'scores': [3.973881575802807e-06]}
{'scores': [0.0001259368727914989]},{'scores': [6.52362359687686e-05]}
{'scores': [0.0016776880947872996]},{'scores': [0.004196529276669025]}
{'scores': [0.001270436099730432]},{'scores': [0.0002245627692900598]}
{'scores': [0.0017089993925765157]},{'scores': [0.0010026691015809774]}
{'scores': [0.00026558025274425745]},{'scores': [0.0007396311266347766]}
{'scores': [0.09852737188339233]},{'scores': [0.10352996736764908]}
{'scores': [0.019306479021906853]},{'scores': [0.0011399801587685943]}
{'scores': [0.0008144489256665111]},{'scores': [1.4371494216902647e-05]}
{'scores': [0.37762588262557983]},{'scores': [0.012300594709813595]}
{'scores': [0.000535330269485712]},{'scores': [0.00010002565250033513]}
{'scores': [0.0007792948745191097]},{'scores': [9.072061857295921e-07]}
{'scores': [0.0019363528117537498]},{'scores': [0.0016116787446662784]}
{'scores': [0.0036092353984713554]},{'scores': [0.006991546135395765]}
{'scores': [0.0015824512811377645]},{'scores': [0.0005595935508608818]}
{'scores': [0.017234571278095245]},{'scores': [0.001193669973872602]}
{'scores': [0.00621039979159832]},{'scores': [0.026404978707432747]}
{'scores': [0.00026563723804429173]},{'scores': [0.0015974317211657763]}
{'scores': [0.00014440463564824313]},{'scores': [0.0013760055880993605]}
{'scores': [0.003980220295488834]},{'scores': [0.0041084676049649715]}
{'scores': [8.14209706732072e-05]},{'scores': [4.056918987771496e-05]}
{'scores': [1.7815442276969407e-07]},{'scores': [8.269143108918797e-06]}
{'scores': [0.02052140422165394]},{'scores': [0.049845874309539795]}
{'scores': [0.010098254308104515]},{'scores': [0.004551034886389971]}
{'scores': [0.0016655551735311747]},{'scores': [0.0007005232037045062]}
{'scores': [0.022214097902178764]},{'scores': [0.2244269847869873]}
{'scores': [0.00017581314023118466]},{'scores': [0.0004292162193451077]}
{'scores': [0.03859538584947586]},{'scores': [0.02203059196472168]}
{'scores': [0.01701214350759983]},{'scores': [0.01561237033456564]}
{'scores': [0.020430702716112137]},{'scores': [0.002461812226101756]}
{'scores': [0.0010636921506375074]},{'scores': [0.003261812264099717]}
{'scores': [0.0001608660677447915]},{'scores': [0.0017944982973858714]}
{'scores': [0.002138511510565877]},{'scores': [0.0018352012848481536]}
{'scores': [0.005475700367242098]},{'scores': [0.0003603195946197957]}
{'scores': [0.08956193923950195]},{'scores': [0.31288430094718933]}
{'scores': [5.9305340982973576e-05]},{'scores': [8.350311730964677e-08]}
{'scores': [0.001011724816635251]},{'scores': [0.00023506185971200466]}
{'scores': [0.009961449541151524]},{'scores': [0.034139443188905716]}
{'scores': [0.04410293698310852]},{'scores': [0.028063220903277397]}
{'scores': [0.31810468435287476]},{'scores': [0.2774946987628937]}
{'scores': [0.0010547619313001633]},{'scores': [0.0006814392399974167]}
{'scores': [0.008845566771924496]},{'scores': [0.00025286158779636025]}
{'scores': [0.05909976735711098]},{'scores': [0.0006226885016076267]}
{'scores': [0.05434871464967728]},{'scores': [0.06361044943332672]}
{'scores': [0.003962729126214981]},{'scores': [0.00167833489831537]}
{'scores': [0.0035800489131361246]},{'scores': [0.0018139741150662303]}
{'scores': [0.11576738953590393]},{'scores': [0.03563017398118973]}
{'scores': [9.825558663578704e-06]},{'scores': [0.0001399445318384096]}
{'scores': [0.05922587215900421]},{'scores': [0.10095477104187012]}
{'scores': [0.004500566981732845]},{'scores': [0.004201746545732021]}
{'scores': [0.02028738148510456]},{'scores': [0.015134928748011589]}
{'scores': [0.0016255790833383799]},{'scores': [0.0008692179108038545]}
{'scores': [0.006604846566915512]},{'scores': [0.00429912656545639]}
{'scores': [0.01693093776702881]},{'scores': [0.004951712675392628]}
{'scores': [0.010030535981059074]},{'scores': [0.002050115028396249]}
{'scores': [0.0001147384537034668]},{'scores': [1.8141554392059334e-06]}
{'scores': [0.06202477589249611]},{'scores': [0.019811904057860374]}
{'scores': [0.005368062295019627]},{'scores': [0.01794835738837719]}
{'scores': [0.030694810673594475]},{'scores': [0.055925119668245316]}
{'scores': [0.013114183209836483]},{'scores': [0.015021462924778461]}
{'scores': [0.01642119698226452]},{'scores': [0.02920820564031601]}
{'scores': [0.00811796449124813]},{'scores': [0.0015142399352043867]}
{'scores': [0.07269316166639328]},{'scores': [0.0642055869102478]}
{'scores': [0.0007532139425165951]},{'scores': [4.505069591687061e-05]}
{'scores': [0.0007821487379260361]},{'scores': [9.96810103970347e-06]}
{'scores': [1.7031581478477165e-07]},{'scores': [2.7746501984893257e-08]}
{'scores': [0.0025824266485869884]},{'scores': [0.00031769287306815386]}
{'scores': [0.0003269132284913212]},{'scores': [0.00023582419089507312]}
{'scores': [3.0975403205957264e-05]},{'scores': [0.0001107423595385626]}
{'scores': [0.0026719241868704557]},{'scores': [2.435624810459558e-05]}
{'scores': [0.0026098855305463076]},{'scores': [0.00013216958905104548]}
{'scores': [0.01804313063621521]},{'scores': [0.004377050790935755]}
{'scores': [0.025012027472257614]},{'scores': [0.05841758847236633]}
{'scores': [0.00034329280606471]},{'scores': [2.805404074024409e-05]}
{'scores': [0.016887934878468513]},{'scores': [0.001612274325452745]}
{'scores': [0.036165349185466766]},{'scores': [0.09232764691114426]}
{'scores': [0.00018251099390909076]},{'scores': [8.551872451789677e-05]}
{'scores': [0.0011053744237869978]},{'scores': [4.737918789032847e-05]}
{'scores': [0.033212486654520035]},{'scores': [0.12886597216129303]}
{'scores': [0.0006237167399376631]},{'scores': [0.008969630114734173]}
{'scores': [1.386630265187705e-05]},{'scores': [2.79975647572428e-05]}
{'scores': [0.052787311375141144]},{'scores': [0.05328774452209473]}
{'scores': [3.68859400623478e-06]},{'scores': [1.032448562909849e-05]}
{'scores': [0.0006742344703525305]},{'scores': [0.0006627030670642853]}
{'scores': [0.0004827583907172084]},{'scores': [0.0009025881299749017]}
{'scores': [5.980722198728472e-05]},{'scores': [6.626664981013164e-05]}
{'scores': [3.370210833963938e-05]},{'scores': [0.0006090193055570126]}
{'scores': [0.0010171124013140798]},{'scores': [0.0048292153514921665]}
{'scores': [0.0008375290781259537]},{'scores': [0.0005131502402946353]}
{'scores': [0.00117108051199466]},{'scores': [0.0015305365668609738]}
{'scores': [1.7441726640754496e-07]},{'scores': [1.7441726640754496e-07]}
{'scores': [0.000208658937481232]},{'scores': [0.0014075475046411157]}
{'scores': [8.462297410005704e-05]},{'scores': [0.0006183084915392101]}
{'scores': [4.7638288378948346e-05]},{'scores': [0.6313992738723755]}
{'scores': [0.03546169400215149]},{'scores': [0.029731089249253273]}
{'scores': [0.00010311412188457325]},{'scores': [0.0023986492305994034]}
{'scores': [7.499626372009516e-05]},{'scores': [7.001955282248673e-07]}
{'scores': [0.02760489657521248]},{'scores': [0.006219176109880209]}
{'scores': [0.012803495861589909]},{'scores': [0.0008831632439978421]}
{'scores': [0.111221544444561]},{'scores': [0.0799064114689827]}
{'scores': [0.0779152363538742]},{'scores': [0.1449802666902542]}
{'scores': [0.0052066948264837265]},{'scores': [0.0003881669545080513]}
{'scores': [1.2641208741115406e-05]},{'scores': [3.7216934288153425e-05]}
{'scores': [0.0008222660981118679]},{'scores': [0.0006207284168340266]}
{'scores': [0.00014591807848773897]},{'scores': [3.214929165551439e-05]}
{'scores': [9.299275552621111e-05]},{'scores': [0.0028935640584677458]}
{'scores': [0.005002434365451336]},{'scores': [0.008507179096341133]}
{'scores': [0.0005116820684634149]},{'scores': [0.0015073210233822465]}
{'scores': [0.006527349352836609]},{'scores': [0.009035645052790642]}
{'scores': [0.0009390631457790732]},{'scores': [0.00018461742729414254]}
{'scores': [0.044335853308439255]},{'scores': [0.008833253756165504]}
{'scores': [0.0015365361468866467]},{'scores': [0.010155919939279556]}
{'scores': [1.2612036925929715e-06]},{'scores': [3.0172159313224256e-06]}
{'scores': [0.019192423671483994]},{'scores': [0.02017187885940075]}
{'scores': [0.00041915811016224325]},{'scores': [1.9137054550810717e-05]}
{'scores': [0.009034335613250732]},{'scores': [0.034003667533397675]}
{'scores': [0.030061285942792892]},{'scores': [0.005084726959466934]}
{'scores': [0.015266490168869495]},{'scores': [2.1093403120175935e-05]}
{'scores': [1.080872243619524e-05]},{'scores': [1.570985114085488e-05]}
{'scores': [0.020072229206562042]},{'scores': [0.0006560203619301319]}
{'scores': [0.1549311876296997]},{'scores': [0.1267913281917572]}
{'scores': [0.0177959855645895]},{'scores': [0.0019618903752416372]}
{'scores': [0.09508901089429855]},{'scores': [0.053353723138570786]}
{'scores': [2.9716540339563835e-08]},{'scores': [1.884698974663479e-07]}
{'scores': [0.0036673692520707846]},{'scores': [0.004904782399535179]}
{'scores': [0.004481044597923756]},{'scores': [0.04180685430765152]}
{'scores': [1.1441698006819934e-06]},{'scores': [5.477218678606732e-07]}
{'scores': [0.004596594255417585]},{'scores': [0.0019882889464497566]}
{'scores': [0.019648829475045204]},{'scores': [0.002638612873852253]}
{'scores': [0.31653207540512085]},{'scores': [0.3076317608356476]}
{'scores': [0.01678280718624592]},{'scores': [0.0027165431529283524]}
{'scores': [0.04534013569355011]},{'scores': [0.026168664917349815]}
{'scores': [9.690652950666845e-05]},{'scores': [2.0163028239039704e-05]}
{'scores': [0.01807081326842308]},{'scores': [0.009374364279210567]}
{'scores': [0.06603021919727325]},{'scores': [0.07556453347206116]}
{'scores': [0.0010893262224271894]},{'scores': [0.0011175660183653235]}
{'scores': [0.01780063658952713]},{'scores': [0.030910635367035866]}
{'scores': [0.051559146493673325]},{'scores': [0.023966819047927856]}
{'scores': [0.000489758444018662]},{'scores': [6.307183502940461e-05]}
{'scores': [3.0514460291897194e-08]},{'scores': [5.288679272297259e-09]}
{'scores': [0.006795027293264866]},{'scores': [0.0024339002557098866]}
{'scores': [0.003681075293570757]},{'scores': [0.0023317444138228893]}
{'scores': [0.0837647020816803]},{'scores': [0.05817199870944023]}
{'scores': [0.00027169857639819384]},{'scores': [4.3995565647492185e-05]}
{'scores': [0.007245305459946394]},{'scores': [0.009031282737851143]}
{'scores': [4.239862391841598e-06]},{'scores': [3.697735883179121e-05]}
{'scores': [1.3224915846876684e-06]},{'scores': [1.1260166502324864e-05]}
{'scores': [0.0012896992266178131]},{'scores': [0.0041944230906665325]}
{'scores': [3.27149450640718e-06]},{'scores': [3.8272690972007695e-07]}
{'scores': [0.14802375435829163]},{'scores': [0.24045820534229279]}
{'scores': [1.2014012099825777e-05]},{'scores': [0.00010522056254558265]}
{'scores': [0.006466960068792105]},{'scores': [0.007489129435271025]}
{'scores': [0.001413758029229939]},{'scores': [0.0007079371134750545]}
{'scores': [0.02791626565158367]},{'scores': [0.01766756922006607]}
{'scores': [3.928700920141637e-08]},{'scores': [4.474717911762127e-07]}
{'scores': [0.03333383426070213]},{'scores': [0.038658443838357925]}
{'scores': [0.014833577908575535]},{'scores': [0.014833577908575535]}
{'scores': [3.672798129628063e-06]},{'scores': [0.00042383786058053374]}
{'scores': [0.002157163107767701]},{'scores': [0.009272134862840176]}
{'scores': [2.3225388190439844e-07]},{'scores': [0.00013573546311818063]}
{'scores': [0.03271463140845299]},{'scores': [0.0055814869701862335]}
{'scores': [5.769994459114969e-05]},{'scores': [3.205747634638101e-05]}
{'scores': [0.0029714226257056]},{'scores': [0.007058348972350359]}
{'scores': [0.00026126878219656646]},{'scores': [0.000151686355820857]}
{'scores': [0.0012508603977039456]},{'scores': [0.004154108930379152]}
{'scores': [0.015299190767109394]},{'scores': [0.008763909339904785]}
{'scores': [1.5058409985613253e-07]},{'scores': [7.690142638239195e-07]}
{'scores': [0.013166186399757862]},{'scores': [0.0006048301584087312]}
{'scores': [0.015345530584454536]},{'scores': [0.0013809588272124529]}
{'scores': [4.357070793048479e-06]},{'scores': [1.5923882301649428e-06]}
{'scores': [0.029989751055836678]},{'scores': [0.012370151467621326]}
{'scores': [2.3304395654122345e-05]},{'scores': [4.3890551751246676e-05]}
{'scores': [0.00752244470641017]},{'scores': [0.00024365322315134108]}
{'scores': [0.00023598861298523843]},{'scores': [1.3349247637961525e-05]}
{'scores': [0.18930794298648834]},{'scores': [0.19384270906448364]}
{'scores': [4.983565986549365e-07]},{'scores': [1.0388598425947748e-08]}
